code_module,gender_bin,disability_bin,age_numeric,edu_numeric,imd_numeric,num_of_prev_attempts,studied_credits,days_to_start,registered_early,at_risk,avg_score,num_submitted,num_failed,submission_rate,avg_tma_score,avg_cma_score,avg_days_late,total_clicks,active_days,avg_clicks_per_day,quiz_clicks,forumng_clicks,resource_clicks,clicked_before_start,module_total_assessments
GGG,0,0,0,1,0.0,0,30,59.0,1,1,64.66666666666667,9.0,0.0,0.9,50.0,72.0,-26.11111111111111,109.0,7.0,15.57,83.0,0.0,4.0,0.0,10
CCC,1,0,0,2,30.0,0,270,246.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,10.0,6.9,3.0,6.0,1.0,1.0,10
DDD,1,0,0,2,70.0,0,120,53.0,1,0,84.14285714285714,7.0,0.0,1.0,86.0,0.0,0.0,935.0,110.0,8.5,0.0,273.0,31.0,1.0,7
FFF,1,0,0,1,30.0,0,120,94.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,30.0,0.0,0.0,3.0,1.0,13
FFF,1,0,0,1,30.0,0,60,145.0,1,0,88.08333333333333,12.0,0.0,0.9230769230769231,91.0,86.0,-60.75,5545.0,139.0,39.89,814.0,420.0,86.0,1.0,13
CCC,1,0,0,4,50.0,0,30,23.0,0,0,68.53846153846153,13.0,1.0,1.0,73.5,64.75,0.3333333333333333,1457.0,78.0,18.68,681.0,117.0,21.0,1.0,10
AAA,0,0,1,1,40.0,0,120,56.0,1,0,57.2,5.0,0.0,0.8333333333333334,57.2,0.0,4.4,565.0,36.0,15.69,0.0,43.0,9.0,0.0,6
DDD,1,0,0,1,80.0,0,120,51.0,1,0,69.71428571428571,7.0,0.0,1.0,70.16666666666667,0.0,-1.2857142857142858,3020.0,212.0,14.25,0.0,526.0,116.0,1.0,7
FFF,0,0,0,0,0.0,0,90,60.0,1,1,67.0909090909091,11.0,1.0,0.8461538461538461,71.5,61.8,-31.727272727272727,4121.0,123.0,33.5,1081.0,630.0,91.0,1.0,13
AAA,1,0,1,3,40.0,0,60,16.0,0,0,75.4,5.0,0.0,0.8333333333333334,75.4,0.0,1.0,988.0,81.0,12.2,0.0,181.0,11.0,1.0,6
GGG,0,0,0,2,0.0,0,30,77.0,1,1,50.333333333333336,3.0,1.0,0.3,45.5,60.0,-28.0,318.0,21.0,15.14,34.0,77.0,32.0,0.0,10
DDD,1,0,1,2,40.0,0,60,124.0,1,0,73.85714285714286,7.0,0.0,1.0,73.5,0.0,-1.4285714285714286,1519.0,108.0,14.06,0.0,528.0,64.0,1.0,7
FFF,0,0,1,1,70.0,1,180,193.0,1,1,82.66666666666667,3.0,0.0,0.23076923076923078,82.66666666666667,0.0,-4.333333333333333,2162.0,70.0,30.89,24.0,880.0,20.0,1.0,13
FFF,1,1,0,2,40.0,0,60,29.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,2.0,73.5,0.0,14.0,5.0,1.0,13
BBB,0,0,1,3,50.0,0,60,24.0,0,0,83.72727272727273,11.0,0.0,0.9166666666666666,73.5,96.0,1.0,1352.0,103.0,13.13,82.0,684.0,61.0,1.0,12
FFF,0,1,1,1,20.0,0,60,34.0,1,1,77.33333333333333,3.0,0.0,0.23076923076923078,81.0,70.0,-70.33333333333333,949.0,39.0,24.33,203.0,143.0,21.0,0.0,13
FFF,1,0,0,2,20.0,0,120,149.0,1,0,75.58333333333333,12.0,0.0,0.9230769230769231,65.4,82.85714285714286,-50.416666666666664,3669.0,149.0,24.62,643.0,277.0,39.0,1.0,13
EEE,1,0,0,3,80.0,0,60,28.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
BBB,0,0,0,2,0.0,1,120,36.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,5.5,0.0,9.0,0.0,1.0,12
CCC,1,0,0,1,30.0,0,60,22.0,0,0,73.61538461538461,13.0,0.0,1.0,75.0,77.75,0.5,3868.0,126.0,30.7,840.0,282.0,129.0,1.0,10
DDD,1,0,1,1,10.0,0,60,36.0,1,1,52.5,4.0,1.0,0.2857142857142857,49.5,55.5,1.0,254.0,25.0,10.16,0.0,17.0,19.0,1.0,14
EEE,1,0,0,3,0.0,0,60,100.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,4.33,1.0,0.0,0.0,0.0,5
FFF,1,1,0,1,80.0,0,90,72.0,1,0,80.75,12.0,0.0,0.9230769230769231,80.6,80.85714285714286,-36.916666666666664,3114.0,154.0,20.22,596.0,472.0,60.0,1.0,13
BBB,0,0,1,3,60.0,0,120,16.0,0,0,87.2,5.0,0.0,0.8333333333333334,87.2,0.0,-1.0,892.0,56.0,15.93,67.0,100.0,30.0,0.0,6
CCC,0,0,1,3,40.0,0,60,29.0,0,0,88.55555555555556,9.0,0.0,0.9,89.25,88.0,-4.375,935.0,90.0,10.39,353.0,47.0,61.0,1.0,10
FFF,1,0,0,2,60.0,0,60,29.0,0,0,83.91666666666667,12.0,0.0,0.9230769230769231,88.4,80.71428571428571,-50.75,5057.0,137.0,36.91,836.0,314.0,42.0,1.0,13
BBB,0,0,1,1,50.0,0,60,36.0,1,0,93.0,11.0,0.0,0.9166666666666666,87.16666666666667,100.0,0.0,2242.0,140.0,16.01,73.0,1500.0,32.0,1.0,12
DDD,1,0,1,2,20.0,1,180,79.0,1,1,67.0,1.0,0.0,0.14285714285714285,67.0,0.0,7.0,484.0,51.0,9.49,0.0,104.0,17.0,1.0,7
FFF,1,0,0,1,0.0,0,90,74.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,5.0,14.8,0.0,0.0,54.0,0.0,13
GGG,0,0,0,2,50.0,0,30,37.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
FFF,0,0,0,2,0.0,0,60,42.0,1,0,88.75,12.0,0.0,0.9230769230769231,86.8,90.14285714285714,-69.58333333333333,2409.0,95.0,25.36,451.0,58.0,34.0,1.0,13
AAA,0,0,1,2,80.0,0,60,52.0,1,0,51.2,5.0,1.0,0.8333333333333334,51.2,0.0,3.6,2434.0,107.0,22.75,0.0,866.0,78.0,1.0,6
FFF,1,0,1,2,80.0,3,90,29.0,0,1,94.0,1.0,0.0,0.07692307692307693,94.0,0.0,0.0,447.0,17.0,26.29,1.0,143.0,7.0,1.0,13
CCC,1,0,0,2,50.0,1,120,16.0,0,1,63.5,10.0,1.0,1.0,64.66666666666667,0.0,-2.3,1146.0,75.0,15.28,0.0,124.0,94.0,1.0,10
FFF,1,1,0,2,20.0,0,60,52.0,1,1,60.2,5.0,0.0,0.38461538461538464,49.0,67.66666666666667,-115.0,3083.0,59.0,52.25,842.0,451.0,53.0,1.0,13
BBB,0,0,1,1,80.0,1,120,103.0,1,1,88.72727272727273,11.0,0.0,0.9166666666666666,82.66666666666667,96.0,-0.36363636363636365,1091.0,74.0,14.74,74.0,361.0,45.0,1.0,12
BBB,0,1,0,2,40.0,1,120,88.0,1,1,71.22222222222223,9.0,0.0,0.75,64.2,80.0,4.444444444444445,373.0,44.0,8.48,52.0,193.0,14.0,1.0,12
BBB,0,1,1,1,0.0,0,90,29.0,0,1,77.0,3.0,0.0,0.5,77.0,0.0,-3.6666666666666665,587.0,48.0,12.23,3.0,3.0,53.0,1.0,6
FFF,1,0,0,2,50.0,0,180,134.0,1,1,68.0,2.0,0.0,0.15384615384615385,68.0,0.0,0.0,284.0,16.0,17.75,6.0,77.0,11.0,1.0,13
DDD,0,0,1,1,10.0,0,60,86.0,1,1,15.0,3.0,3.0,0.21428571428571427,15.0,0.0,3.0,93.0,7.0,13.29,0.0,0.0,2.0,0.0,14
FFF,1,0,0,1,10.0,0,60,67.0,1,0,77.84615384615384,13.0,0.0,1.0,69.4,83.125,-9.846153846153847,3570.0,104.0,34.33,801.0,846.0,34.0,1.0,13
BBB,1,0,1,1,20.0,0,120,50.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,12
BBB,0,0,0,2,60.0,0,120,55.0,1,0,75.18181818181819,11.0,0.0,0.9166666666666666,81.16666666666667,68.0,-0.45454545454545453,532.0,50.0,10.64,88.0,169.0,15.0,1.0,12
GGG,0,0,0,1,40.0,0,30,60.0,1,0,89.25,8.0,0.0,0.8,71.33333333333333,100.0,-31.5,247.0,18.0,13.72,84.0,0.0,8.0,0.0,10
FFF,1,0,0,1,60.0,0,120,168.0,1,1,39.333333333333336,3.0,1.0,0.23076923076923078,39.333333333333336,0.0,-13.666666666666666,567.0,13.0,43.62,125.0,30.0,18.0,1.0,13
FFF,1,0,0,2,0.0,1,60,86.0,1,0,89.36363636363636,11.0,0.0,0.8461538461538461,90.8,88.16666666666667,-58.09090909090909,2959.0,122.0,24.25,563.0,397.0,33.0,1.0,13
FFF,1,0,1,1,40.0,1,180,34.0,1,1,72.0,2.0,0.0,0.15384615384615385,72.0,0.0,0.0,266.0,15.0,17.73,1.0,40.0,22.0,1.0,13
DDD,1,0,1,3,70.0,0,120,151.0,1,1,55.5,12.0,2.0,1.0,59.5,52.333333333333336,1.0,974.0,113.0,8.62,312.0,11.0,49.0,1.0,7
CCC,1,0,0,2,30.0,0,60,170.0,1,1,52.22222222222222,9.0,4.0,0.9,73.0,25.666666666666668,0.25,1276.0,58.0,22.0,298.0,216.0,36.0,0.0,10
GGG,0,0,0,2,0.0,0,30,80.0,1,0,80.0,9.0,0.0,0.9,66.66666666666667,86.66666666666667,-34.22222222222222,432.0,14.0,30.86,96.0,50.0,15.0,1.0,10
CCC,1,0,0,3,70.0,1,30,53.0,1,0,96.16666666666667,6.0,0.0,0.6,98.0,97.25,2.0,1070.0,61.0,17.54,581.0,21.0,68.0,1.0,10
FFF,1,0,0,3,20.0,0,60,70.0,1,0,86.91666666666667,12.0,0.0,0.9230769230769231,84.8,88.42857142857143,-38.0,7908.0,178.0,44.43,610.0,599.0,36.0,0.0,13
DDD,1,0,0,2,90.0,0,90,17.0,0,0,84.15384615384616,13.0,0.0,1.0,86.11111111111111,76.0,-1.1666666666666667,667.0,40.0,16.68,96.0,65.0,82.0,1.0,7
DDD,1,0,0,1,20.0,0,120,24.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,7.67,0.0,0.0,2.0,0.0,14
CCC,0,0,0,3,70.0,0,180,115.0,1,1,85.66666666666667,6.0,0.0,0.6,88.0,81.0,-86.33333333333333,2448.0,88.0,27.82,333.0,867.0,37.0,1.0,10
FFF,1,0,0,1,30.0,0,120,17.0,0,1,60.75,4.0,1.0,0.3076923076923077,57.0,64.5,-99.0,654.0,18.0,36.33,205.0,8.0,18.0,1.0,13
BBB,0,0,0,1,30.0,0,180,114.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,11.0,15.55,1.0,71.0,12.0,1.0,12
EEE,1,0,1,1,20.0,1,135,50.0,1,0,50.45454545454545,11.0,3.0,1.0,51.57142857142857,50.666666666666664,0.7,3359.0,168.0,19.99,1035.0,172.0,72.0,1.0,5
FFF,1,0,0,1,60.0,1,240,16.0,0,1,66.66666666666667,3.0,0.0,0.23076923076923078,69.0,62.0,-65.0,538.0,24.0,22.42,155.0,151.0,8.0,1.0,13
FFF,1,0,1,2,90.0,0,90,55.0,1,0,90.58333333333333,12.0,0.0,0.9230769230769231,86.8,93.28571428571429,-73.83333333333333,2613.0,105.0,24.89,946.0,284.0,26.0,1.0,13
DDD,0,0,1,2,10.0,0,60,109.0,1,1,52.8,5.0,2.0,0.7142857142857143,52.8,0.0,4.8,947.0,58.0,16.33,0.0,152.0,57.0,1.0,7
DDD,1,0,0,1,60.0,0,180,176.0,1,1,53.5,6.0,1.0,0.8571428571428571,56.2,0.0,-3.0,341.0,38.0,8.97,0.0,67.0,18.0,1.0,7
CCC,1,0,1,2,60.0,0,60,38.0,1,1,87.8,10.0,0.0,1.0,87.71428571428571,93.0,-3.4,1380.0,109.0,12.66,167.0,248.0,44.0,1.0,10
DDD,1,0,0,2,30.0,0,90,70.0,1,0,86.26666666666667,15.0,0.0,1.0,84.2,89.33333333333333,-3.0,3022.0,183.0,16.51,558.0,515.0,118.0,1.0,7
BBB,0,0,0,2,0.0,0,60,29.0,0,0,54.2,5.0,1.0,0.8333333333333334,54.2,0.0,-0.6,283.0,9.0,31.44,16.0,4.0,14.0,0.0,6
CCC,1,0,0,3,20.0,0,60,22.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,5.0,18.2,2.0,38.0,0.0,1.0,10
BBB,0,0,1,1,10.0,0,120,63.0,1,0,65.2,5.0,0.0,0.8333333333333334,65.2,0.0,-2.8,2405.0,120.0,20.04,249.0,61.0,121.0,1.0,6
GGG,0,0,1,1,40.0,0,30,24.0,0,0,72.77777777777777,9.0,1.0,0.9,58.333333333333336,80.0,-42.888888888888886,546.0,40.0,13.65,101.0,66.0,52.0,1.0,10
FFF,1,0,1,3,30.0,0,120,44.0,1,0,88.25,12.0,0.0,0.9230769230769231,92.8,85.0,-64.75,3229.0,134.0,24.1,670.0,688.0,38.0,1.0,13
CCC,1,0,1,2,70.0,0,150,122.0,1,0,80.0,21.0,0.0,1.0,77.0,82.81818181818181,-53.3,2667.0,92.0,28.99,919.0,203.0,55.0,1.0,10
CCC,1,0,0,2,0.0,0,60,124.0,1,0,68.46153846153847,13.0,1.0,1.0,74.375,62.75,1.5,1520.0,108.0,14.07,507.0,39.0,55.0,1.0,10
BBB,0,0,0,1,40.0,0,120,114.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
BBB,0,0,1,2,30.0,1,60,191.0,1,0,85.81818181818181,11.0,0.0,0.9166666666666666,74.0,100.0,1.3636363636363635,635.0,33.0,19.24,62.0,367.0,21.0,1.0,12
BBB,0,0,1,3,80.0,0,60,66.0,1,0,87.4,10.0,0.0,0.8333333333333334,74.8,100.0,4.5,1061.0,102.0,10.4,130.0,173.0,107.0,1.0,12
CCC,1,0,0,2,80.0,0,90,50.0,1,1,82.75,4.0,0.0,0.4,86.0,81.66666666666667,-109.5,1100.0,19.0,57.89,206.0,341.0,9.0,1.0,10
BBB,0,0,0,2,30.0,0,60,39.0,1,0,60.6,5.0,1.0,0.8333333333333334,60.6,0.0,-1.0,243.0,20.0,12.15,0.0,0.0,27.0,1.0,6
BBB,0,1,0,2,50.0,2,60,31.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,3.0,9.33,0.0,14.0,3.0,0.0,12
BBB,0,0,1,1,40.0,0,60,60.0,1,1,81.66666666666667,3.0,0.0,0.5,81.66666666666667,0.0,4.0,1535.0,44.0,34.89,36.0,92.0,256.0,1.0,6
CCC,1,0,0,1,80.0,0,60,115.0,1,0,71.05,20.0,0.0,1.0,68.375,75.63636363636364,-21.263157894736842,2785.0,93.0,29.95,947.0,287.0,54.0,1.0,10
BBB,1,0,0,1,80.0,0,90,86.0,1,1,70.0,1.0,0.0,0.08333333333333333,70.0,0.0,-2.0,212.0,18.0,11.78,2.0,112.0,16.0,1.0,12
FFF,1,0,0,2,30.0,0,90,72.0,1,0,78.91666666666667,12.0,0.0,0.9230769230769231,77.8,79.71428571428571,-10.416666666666666,2211.0,59.0,37.47,1003.0,221.0,35.0,1.0,13
BBB,0,0,0,1,50.0,0,60,39.0,1,0,60.4,5.0,0.0,0.8333333333333334,60.4,0.0,-2.8,226.0,14.0,16.14,0.0,9.0,20.0,1.0,6
GGG,0,0,1,2,40.0,0,30,71.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
DDD,0,0,1,1,50.0,0,60,134.0,1,0,90.42857142857143,7.0,0.0,1.0,93.66666666666667,0.0,-5.142857142857143,4277.0,223.0,19.18,0.0,1418.0,135.0,1.0,7
BBB,0,0,0,2,0.0,0,60,60.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
FFF,1,0,0,1,70.0,1,60,16.0,0,0,73.91666666666667,12.0,0.0,0.9230769230769231,70.4,76.42857142857143,-46.75,5331.0,187.0,28.51,1013.0,368.0,53.0,1.0,13
CCC,1,0,1,1,10.0,0,30,92.0,1,1,23.5,2.0,2.0,0.2,36.0,11.0,1.5,242.0,15.0,16.13,45.0,9.0,23.0,1.0,10
CCC,0,0,0,1,10.0,0,60,71.0,1,0,94.0,9.0,0.0,0.9,97.5,91.5,1.375,2737.0,119.0,23.0,1514.0,257.0,101.0,1.0,10
CCC,1,0,0,3,40.0,0,30,148.0,1,0,85.88888888888889,9.0,0.0,0.9,89.25,82.0,0.875,448.0,35.0,12.8,255.0,3.0,28.0,1.0,10
DDD,0,0,0,3,50.0,0,60,103.0,1,0,52.8,5.0,2.0,0.7142857142857143,50.0,0.0,-1.6,945.0,51.0,18.53,0.0,137.0,56.0,1.0,7
EEE,1,0,0,1,70.0,0,60,127.0,1,0,94.5,4.0,0.0,0.8,94.5,0.0,-2.75,2984.0,129.0,23.13,120.0,683.0,15.0,1.0,5
FFF,1,0,0,2,50.0,2,60,179.0,1,0,81.0,17.0,0.0,1.0,90.6,79.27272727272727,-23.5,6848.0,208.0,32.92,1522.0,1179.0,204.0,1.0,13
FFF,1,0,0,2,10.0,0,75,49.0,1,0,76.41666666666667,12.0,0.0,0.9230769230769231,76.4,76.42857142857143,-58.166666666666664,3115.0,107.0,29.11,1081.0,141.0,34.0,1.0,13
AAA,1,0,0,2,70.0,0,120,24.0,0,0,75.8,5.0,0.0,0.8333333333333334,75.8,0.0,3.8,1027.0,59.0,17.41,0.0,207.0,25.0,1.0,6
DDD,1,1,0,1,50.0,0,150,128.0,1,1,51.0,2.0,0.0,0.2857142857142857,51.0,0.0,7.5,705.0,56.0,12.59,0.0,102.0,29.0,1.0,7
DDD,1,0,0,2,40.0,0,60,43.0,1,1,46.35,20.0,7.0,1.0,50.5,37.857142857142854,-0.85,1408.0,113.0,12.46,0.0,249.0,139.0,1.0,14
AAA,0,0,0,3,70.0,1,60,130.0,1,0,82.33333333333333,6.0,0.0,1.0,82.33333333333333,0.0,1.3333333333333333,3178.0,161.0,19.74,0.0,441.0,53.0,1.0,6
DDD,0,0,0,3,30.0,0,60,22.0,0,1,54.666666666666664,3.0,1.0,0.42857142857142855,54.666666666666664,0.0,0.0,346.0,25.0,13.84,0.0,26.0,11.0,0.0,7
BBB,1,0,0,1,20.0,0,60,35.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,9.0,0.0,0.0,2.0,0.0,6
DDD,0,0,0,1,10.0,1,120,96.0,1,1,76.5,10.0,0.0,0.7142857142857143,76.5,76.5,2.0,876.0,120.0,7.3,0.0,91.0,38.0,1.0,14
FFF,1,0,1,1,40.0,0,60,21.0,0,1,82.66666666666667,3.0,0.0,0.23076923076923078,81.0,86.0,-61.0,992.0,17.0,58.35,78.0,159.0,34.0,0.0,13
CCC,0,0,1,2,40.0,0,60,71.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
CCC,1,0,1,3,90.0,0,30,179.0,1,0,76.77777777777777,9.0,0.0,0.9,80.5,74.25,-0.375,3168.0,150.0,21.12,829.0,183.0,133.0,1.0,10
GGG,0,0,1,2,0.0,0,30,31.0,1,0,90.0,9.0,0.0,0.9,70.0,100.0,-28.0,252.0,16.0,15.75,115.0,44.0,12.0,0.0,10
EEE,1,0,0,2,50.0,0,30,31.0,1,0,83.5,4.0,0.0,0.8,83.5,0.0,-1.75,1947.0,124.0,15.7,184.0,257.0,11.0,1.0,5
FFF,1,0,1,2,70.0,0,120,79.0,1,0,92.19047619047619,21.0,0.0,1.0,94.0,90.36363636363636,-40.6,6182.0,135.0,45.79,2163.0,250.0,298.0,1.0,13
BBB,1,0,0,2,0.0,0,120,115.0,1,0,74.375,8.0,0.0,0.6666666666666666,63.0,93.33333333333333,0.375,229.0,25.0,9.16,40.0,23.0,25.0,1.0,12
EEE,1,0,0,1,40.0,0,60,71.0,1,0,81.5,4.0,0.0,0.8,81.5,0.0,-6.0,2797.0,113.0,24.75,254.0,503.0,11.0,1.0,5
FFF,1,0,0,1,90.0,0,60,42.0,1,0,87.83333333333333,12.0,0.0,0.9230769230769231,88.4,87.42857142857143,-39.166666666666664,4405.0,223.0,19.75,607.0,760.0,63.0,1.0,13
BBB,0,0,1,1,20.0,0,120,43.0,1,1,63.1,10.0,1.0,0.8333333333333334,58.2,68.0,0.6,204.0,34.0,6.0,67.0,5.0,35.0,1.0,12
DDD,1,0,0,1,30.0,0,60,23.0,0,1,85.0,3.0,0.0,0.42857142857142855,85.0,0.0,-0.3333333333333333,548.0,33.0,16.61,0.0,251.0,42.0,1.0,7
FFF,1,0,1,1,80.0,0,90,63.0,1,0,92.0,12.0,0.0,0.9230769230769231,89.2,94.0,-89.08333333333333,11382.0,245.0,46.46,2194.0,4228.0,42.0,1.0,13
DDD,0,0,0,3,60.0,0,75,38.0,1,0,66.14285714285714,7.0,1.0,1.0,71.66666666666667,0.0,1.8571428571428572,1016.0,75.0,13.55,0.0,125.0,59.0,1.0,7
DDD,0,0,0,2,70.0,1,120,22.0,0,1,55.785714285714285,14.0,2.0,1.0,47.57142857142857,64.0,2.5714285714285716,3063.0,194.0,15.79,0.0,844.0,49.0,1.0,7
CCC,1,0,0,0,0.0,0,120,37.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,5.0,10.2,0.0,2.0,2.0,1.0,10
FFF,1,0,0,1,80.0,0,60,78.0,1,0,84.5,12.0,0.0,0.9230769230769231,80.6,87.28571428571429,-32.75,3546.0,121.0,29.31,509.0,246.0,25.0,1.0,13
DDD,0,0,0,1,10.0,0,90,46.0,1,1,60.666666666666664,3.0,0.0,0.42857142857142855,60.666666666666664,0.0,0.0,1226.0,112.0,10.95,0.0,438.0,35.0,1.0,7
DDD,0,1,1,2,0.0,0,120,43.0,1,1,79.0,7.0,0.0,1.0,79.0,0.0,-30.0,773.0,47.0,16.45,0.0,264.0,41.0,1.0,7
EEE,0,1,0,1,0.0,0,90,148.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
DDD,1,0,0,3,40.0,0,60,53.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,11.0,24.55,0.0,60.0,5.0,1.0,7
FFF,1,0,0,2,10.0,0,60,25.0,0,0,84.41666666666667,12.0,0.0,0.9230769230769231,80.6,87.14285714285714,-62.666666666666664,4236.0,96.0,44.12,1169.0,460.0,65.0,1.0,13
BBB,1,0,0,1,70.0,0,120,38.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
DDD,1,0,1,3,50.0,0,90,136.0,1,0,92.0,7.0,0.0,1.0,95.5,0.0,-0.16666666666666666,5729.0,264.0,21.7,0.0,2662.0,227.0,1.0,7
GGG,0,0,1,2,70.0,0,30,53.0,1,0,82.55555555555556,9.0,0.0,0.9,67.66666666666667,90.0,-42.44444444444444,817.0,81.0,10.09,113.0,96.0,70.0,1.0,10
GGG,1,0,1,1,90.0,0,30,25.0,0,1,67.5,2.0,0.0,0.2,67.5,0.0,4.0,235.0,15.0,15.67,0.0,0.0,79.0,1.0,10
BBB,0,0,0,2,90.0,0,60,37.0,1,0,87.1,10.0,0.0,0.8333333333333334,74.2,100.0,0.1,672.0,67.0,10.03,138.0,298.0,20.0,1.0,12
BBB,0,0,1,2,0.0,0,60,45.0,1,0,64.0,5.0,0.0,0.8333333333333334,64.0,0.0,0.2,1556.0,33.0,47.15,205.0,153.0,65.0,0.0,6
DDD,0,0,1,3,20.0,0,60,16.0,0,0,77.5,14.0,0.0,1.0,78.33333333333333,79.0,0.7142857142857143,2683.0,161.0,16.66,0.0,942.0,171.0,1.0,14
BBB,0,0,0,1,20.0,1,120,81.0,1,0,46.8,5.0,1.0,0.8333333333333334,46.8,0.0,-3.4,524.0,44.0,11.91,55.0,105.0,25.0,1.0,6
FFF,0,0,1,1,50.0,1,150,114.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
BBB,0,0,0,1,20.0,0,120,89.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.0,0.0,1.0,0.0,12
DDD,0,0,1,1,70.0,0,60,127.0,1,1,67.28571428571429,7.0,1.0,1.0,72.5,0.0,-0.6666666666666666,708.0,77.0,9.19,0.0,84.0,86.0,1.0,7
FFF,1,0,0,1,70.0,0,60,53.0,1,0,82.33333333333333,12.0,0.0,0.9230769230769231,78.8,84.85714285714286,-41.333333333333336,3258.0,100.0,32.58,561.0,461.0,59.0,1.0,13
BBB,0,1,1,1,30.0,0,120,79.0,1,0,64.9090909090909,11.0,0.0,0.9166666666666666,59.0,72.0,3.1818181818181817,233.0,31.0,7.52,73.0,29.0,23.0,1.0,12
FFF,1,0,0,2,90.0,0,90,66.0,1,1,76.5,4.0,0.0,0.3076923076923077,69.0,84.0,-92.25,970.0,45.0,21.56,351.0,131.0,6.0,1.0,13
CCC,0,0,1,3,10.0,0,60,16.0,0,1,55.5,4.0,1.0,0.4,55.5,0.0,5.0,1155.0,43.0,26.86,182.0,32.0,2.0,1.0,10
FFF,1,0,1,3,0.0,0,90,36.0,1,0,82.66666666666667,12.0,0.0,0.9230769230769231,83.6,82.0,-36.083333333333336,3520.0,123.0,28.62,976.0,352.0,82.0,1.0,13
BBB,0,0,0,2,30.0,0,60,65.0,1,0,82.2,5.0,0.0,0.8333333333333334,82.2,0.0,-4.8,418.0,15.0,27.87,28.0,0.0,9.0,0.0,6
BBB,0,0,0,1,10.0,0,120,42.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
BBB,0,0,0,1,90.0,0,60,42.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,6.0,18.0,0.0,47.0,9.0,1.0,12
BBB,1,0,0,1,90.0,0,60,85.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
FFF,1,0,0,2,0.0,0,60,139.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
DDD,0,0,0,2,50.0,0,60,23.0,0,1,58.142857142857146,7.0,1.0,1.0,60.5,0.0,-2.4285714285714284,1511.0,77.0,19.62,0.0,230.0,118.0,1.0,7
CCC,1,0,0,2,70.0,0,90,114.0,1,1,79.33333333333333,6.0,0.0,0.6,81.8,67.0,1.3333333333333333,2430.0,97.0,25.05,250.0,479.0,226.0,1.0,10
BBB,0,0,1,2,50.0,1,60,61.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
GGG,1,0,1,2,10.0,0,30,63.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,4.0,12.25,0.0,14.0,10.0,0.0,10
BBB,0,0,0,2,70.0,0,60,-5.0,0,0,76.0,5.0,0.0,0.8333333333333334,76.0,0.0,-1.6,243.0,13.0,18.69,37.0,0.0,5.0,0.0,6
GGG,1,0,0,1,80.0,0,30,36.0,1,0,89.66666666666667,9.0,0.0,0.9,89.0,90.0,-23.666666666666668,1305.0,60.0,21.75,145.0,211.0,83.0,1.0,10
